filename,path,label,category,pair_id,original,source_primary,source_secondary,source_group,track,analysis_version,verdict,tcs_score,confidence,abstained_reason,detector_threshold,flow_score,mean_divergence,acceleration_anomaly,flicker_score,physics_score,gravity_consistency,rigid_body_score,shadow_consistency,semantic_score,color_drift,edge_stability,texture_consistency,ctcg_score,ctcg_phase_coherence,ctcg_ar_residual,ctcg_spectral_anomaly,ctcg_micro_jitter,flow_boundary_seam,boundary_color_flicker,warp_prediction_error,boundary_edge_flicker,face_scene_support_ratio,light_support_ratio,skin_support_ratio,flow_boundary_support_ratio,boundary_color_support_ratio,warp_support_ratio,boundary_edge_support_ratio,boundary_agreement_ratio,boundary_corroboration,warp_supported_score,violation_count,major_violation_count,critical_violation_count,dynamic_violation_score,boundary_violation_score,violation_ratio_mean,violation_ratio_max,violation_span_fraction,major_span_fraction,critical_span_fraction,dynamic_span_fraction,boundary_span_fraction,confidence_weighted_span,has_face_motion,has_face_scene_decoupling,has_rigid_body,has_warp_prediction_error,has_flow_boundary_seam,has_edge_instability,has_face_texture,frame_anomaly_max,frame_anomaly_top3_mean,frame_anomaly_peak_fraction,frame_anomaly_mean,frame_anomaly_std,frame_multi_evidence_fraction,face_detected_ratio,face_reliability_mean,neck_visibility_ratio,boundary_support_ratio,l5_frequency_score,l5_lap_var_ratio,l5_lap_var_temporal_cv,l5_dct_hf_ratio,l5_dct_hf_temporal_cv,l5_lap_kurtosis_mean,l5_lap_kurtosis_cv,l5_wavelet_detail_ratio,l5_wavelet_detail_ratio_cv,l5_lap_R_cv,l5_lap_G_cv,l5_lap_B_cv,l5_lap_diff_mean,l5_lap_trend_residual_std,l5_lap_acc_mean,l5_block_lap_consistency,l5_cross_ch_lap_corr,l5_srm_var_cv,duration,fps,width,height
faceswap_0011.mp4,dataset\faceforensics\ai\faceswap_0011.mp4,1,faceswap,0011,109_107.mp4,109,107,107|109,core,patv_x_core_v13,AUTHENTIC,0.24754,MEDIUM,,0.42,0.31239,0.412,0.04978,0.08878,0.45766,0.06037,0.49377,0.04759,0.11296,0.06365,0.13294,0.11628,0.09019,0.07762,0.07002,0.65568,0.05307,0.07762,0.07002,0.65568,0.05307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.07762,0.29281,6,4,0,1.0,0.24,0.44308,0.50075,1.0,1.0,0.0,1.0,1.0,0.72808,1,1,1,1,0,0,0,0.57765,0.56818,0.28,0.37309,0.11377,0.01333,1.0,0.96,1.0,1.0,0.28107,0.83029,0.0711,2.28948,0.06902,16.40335,0.09692,0.93028,0.07154,0.06984,0.07128,0.0724,9.15379,0.06557,6.47116,0.18452,0.90533,0.07041,11.92,25.0,640,480
faceswap_0012.mp4,dataset\faceforensics\ai\faceswap_0012.mp4,1,faceswap,0012,128_896.mp4,128,896,128|896,core,patv_x_core_v13,AUTHENTIC,0.39451,LOW,,0.42,0.37143,0.6402,0.16642,0.05655,0.60118,0.06037,0.64994,0.11251,0.24383,0.10702,0.12086,0.2989,0.13888,0.28435,0.10662,0.28682,0.08731,0.28435,0.10662,0.28682,0.08731,0.98947,1.0,0.98958,1.0,1.0,1.0,1.0,0.25,0.28435,0.16366,10,8,0,1.0,0.56,1.0,1.0,1.0,1.0,0.0,1.0,0.1875,0.87604,1,1,1,0,0,1,1,0.83707,0.8222,0.53125,0.49738,0.15237,0.16667,0.92708,0.93957,0.98947,1.0,0.47504,0.8482,0.17297,0.45274,0.12748,18.9459,0.30435,0.85401,0.06995,0.17287,0.17232,0.16873,57.14841,0.15077,51.00968,0.51645,0.97562,0.17746,21.24,25.0,640,480
faceswap_0013.mp4,dataset\faceforensics\ai\faceswap_0013.mp4,1,faceswap,0013,134_192.mp4,134,192,134|192,core,patv_x_core_v13,AI_GENERATED,0.50365,LOW,,0.42,0.31055,0.316,0.29111,0.11219,0.62849,0.06037,0.62345,0.29601,0.20768,0.12908,0.08346,0.2531,0.24173,0.09849,0.36331,0.44326,0.09111,0.09849,0.36331,0.44326,0.09111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.36331,0.27393,8,7,0,1.0,0.2,0.79924,1.0,1.0,1.0,0.0,1.0,0.13793,0.80321,1,1,1,0,0,0,1,0.83617,0.79954,0.74138,0.5433,0.12691,0.06897,1.0,0.96,1.0,1.0,0.55349,1.02891,0.13789,2.24367,0.06488,53.23898,0.33278,0.91763,0.08276,0.13136,0.13822,0.12769,21.59192,0.12674,16.6327,0.27742,0.93419,0.13434,9.57,30.0,1280,720
faceswap_0014.mp4,dataset\faceforensics\ai\faceswap_0014.mp4,1,faceswap,0014,147_055.mp4,147,055,055|147,core,patv_x_core_v13,AUTHENTIC,0.24144,MEDIUM,,0.42,0.34796,0.42874,0.17276,0.11002,0.72799,0.06037,0.94903,0.06467,0.23204,0.07718,0.1301,0.2848,0.12527,0.35411,0.07376,0.22066,0.04876,0.35411,0.07376,0.22066,0.04876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.35411,0.13515,8,5,0,1.0,0.46,0.90573,1.0,1.0,1.0,0.0,1.0,0.16456,0.87661,1,1,1,0,0,1,1,0.79582,0.74431,0.40506,0.44617,0.12637,0.11392,1.0,0.96,1.0,1.0,0.27835,0.55385,0.11891,2.14981,0.08083,25.94892,0.12378,0.91437,0.05778,0.12047,0.11651,0.11655,40.17638,0.11532,29.22986,0.26729,0.95709,0.1314,13.13,30.0,600,480
faceswap_0015.mp4,dataset\faceforensics\ai\faceswap_0015.mp4,1,faceswap,0015,150_153.mp4,150,153,150|153,core,patv_x_core_v13,AUTHENTIC,0.40373,LOW,,0.42,0.36982,0.46052,0.14399,0.04848,0.51642,0.06037,0.57767,0.05764,0.20889,0.07645,0.07871,0.26507,0.16537,0.19797,0.07528,0.54935,0.05608,0.19797,0.07528,0.54935,0.05608,0.98947,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.19797,0.285,10,6,0,1.0,0.44,0.68601,1.0,1.0,1.0,0.0,1.0,1.0,0.77137,1,1,1,1,0,0,1,0.83428,0.78888,0.38542,0.42828,0.12385,0.04167,1.0,0.96,1.0,1.0,0.47004,1.88739,0.14975,3.34566,0.07918,27.80893,0.51915,0.62727,0.06201,0.14101,0.14743,0.14174,16.29605,0.12479,11.76482,0.26792,0.94216,0.13388,18.24,25.0,854,480
faceswap_0016.mp4,dataset\faceforensics\ai\faceswap_0016.mp4,1,faceswap,0016,153_150.mp4,153,150,150|153,core,patv_x_core_v13,AUTHENTIC,0.41936,LOW,,0.42,0.28478,0.39706,0.09156,0.10845,0.66108,0.06037,0.8295,0.08066,0.18665,0.0813,0.15196,0.21364,0.11729,0.25582,0.08688,0.21506,0.11234,0.25582,0.08688,0.21506,0.11234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25582,0.11903,9,8,0,1.0,0.56,0.51504,1.0,1.0,1.0,0.0,1.0,0.1875,0.79002,1,1,1,0,0,1,1,0.87777,0.87046,0.53125,0.47877,0.17943,0.13542,1.0,0.96,1.0,1.0,0.524,0.94416,0.20408,2.05227,0.12383,20.33395,0.18458,0.77756,0.08962,0.19993,0.20344,0.20064,32.03849,0.17119,24.21361,0.38471,0.95831,0.19405,18.24,25.0,640,480
faceswap_0017.mp4,dataset\faceforensics\ai\faceswap_0017.mp4,1,faceswap,0017,159_175.mp4,159,175,159|175,core,patv_x_core_v13,AUTHENTIC,0.30288,MEDIUM,,0.42,0.2573,0.44337,0.09952,0.12045,0.51689,0.06037,0.61711,0.04791,0.28772,0.06691,0.07633,0.37993,0.11726,0.4831,0.07141,0.10232,0.05111,0.4831,0.07141,0.10232,0.05111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.4831,0.07059,7,4,0,1.0,0.2,0.43493,0.46067,1.0,1.0,0.0,1.0,0.07317,0.74293,1,1,1,0,0,0,1,0.69452,0.66887,0.40244,0.42399,0.13462,0.07317,1.0,0.95729,1.0,1.0,0.37794,1.1499,0.13793,2.40026,0.07792,18.65121,0.25172,0.65874,0.09048,0.13311,0.13749,0.13154,29.13319,0.13082,24.08314,0.38719,0.95303,0.12841,13.0,25.0,600,480
faceswap_0018.mp4,dataset\faceforensics\ai\faceswap_0018.mp4,1,faceswap,0018,168_222.mp4,168,222,168|222,core,patv_x_core_v13,AUTHENTIC,0.24841,MEDIUM,,0.42,0.33796,0.58773,0.13508,0.0705,0.5461,0.06037,0.60305,0.07231,0.18289,0.07963,0.15512,0.20773,0.28481,0.38721,0.08473,0.51903,0.074,0.38721,0.08473,0.51903,0.074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.38721,0.3282,10,7,0,1.0,0.7,0.72624,1.0,1.0,1.0,0.0,1.0,1.0,0.74125,1,1,1,1,0,1,1,0.81028,0.79439,0.43902,0.44815,0.1479,0.13415,1.0,0.96,1.0,1.0,0.25174,1.96734,0.12631,1.89303,0.07865,14.15542,0.25951,0.59038,0.05692,0.12129,0.12584,0.11411,12.29896,0.10148,10.62257,0.17935,0.92164,0.1081,13.57,30.0,640,480
faceswap_0019.mp4,dataset\faceforensics\ai\faceswap_0019.mp4,1,faceswap,0019,175_159.mp4,175,159,159|175,core,patv_x_core_v13,AI_GENERATED,0.43053,LOW,,0.42,0.37725,0.4903,0.14462,0.08747,0.54488,0.06037,0.6031,0.06365,0.52172,0.076,0.46269,0.61331,0.17779,0.3448,0.11502,0.06748,0.42883,0.3448,0.11502,0.06748,0.42883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.42883,0.04435,9,6,0,1.0,0.56,0.88481,1.0,1.0,1.0,0.0,1.0,0.41463,0.83363,1,1,1,0,0,1,1,0.87757,0.86963,0.95122,0.62947,0.1102,0.59756,0.97561,0.95073,0.98765,1.0,0.52776,0.55809,0.16255,2.02213,0.07764,28.59985,0.30835,0.68304,0.0903,0.15682,0.16232,0.15531,23.42438,0.16255,16.86271,0.49013,0.95377,0.1479,13.0,25.0,640,480
faceswap_0020.mp4,dataset\faceforensics\ai\faceswap_0020.mp4,1,faceswap,0020,183_253.mp4,183,253,183|253,core,patv_x_core_v13,AUTHENTIC,0.0,HIGH,,0.42,0.26418,0.63143,0.12353,0.06344,0.77368,0.06037,0.96322,0.31202,0.49322,0.25788,0.47358,0.53861,0.14907,0.09014,0.09305,0.52637,0.12148,0.09014,0.09305,0.52637,0.12148,0.54545,0.64103,0.55128,1.0,1.0,1.0,1.0,0.25,0.12148,0.24891,12,8,0,1.0,0.8,0.64735,1.0,1.0,1.0,0.0,1.0,1.0,0.84183,1,1,1,1,0,1,1,0.92174,0.90742,0.52564,0.52035,0.21387,0.20513,0.4359,0.77978,0.98701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,1280,720
faceswap_0021.mp4,dataset\faceforensics\ai\faceswap_0021.mp4,1,faceswap,0021,192_134.mp4,192,134,134|192,core,patv_x_core_v13,AUTHENTIC,0.4133,LOW,,0.42,0.2875,0.43534,0.15522,0.0924,0.51867,0.06037,0.56799,0.05096,0.2682,0.09457,0.13677,0.33176,0.1066,0.16693,0.13187,0.25218,0.05577,0.16693,0.13187,0.25218,0.05577,0.98246,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.16693,0.12613,8,4,0,1.0,0.46,0.83656,1.0,1.0,0.2931,0.0,1.0,0.2069,0.73869,1,1,1,0,0,1,1,0.85321,0.8404,0.60345,0.51632,0.18058,0.13793,1.0,0.96,1.0,1.0,0.5157,0.69429,0.11358,2.35887,0.06228,31.4996,0.51711,0.84333,0.06823,0.10758,0.1133,0.10787,15.8173,0.10908,11.86447,0.35704,0.94146,0.11707,9.57,30.0,1280,720
faceswap_0022.mp4,dataset\faceforensics\ai\faceswap_0022.mp4,1,faceswap,0022,206_221.mp4,206,221,206|221,core,patv_x_core_v13,AUTHENTIC,0.32851,LOW,,0.42,0.38441,0.56851,0.13417,0.05071,0.65064,0.11015,0.83392,0.09214,0.22766,0.09543,0.08551,0.28689,0.17463,0.45911,0.08191,0.30107,0.08366,0.45911,0.08191,0.30107,0.08366,0.98947,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.45911,0.20336,8,7,0,1.0,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.05208,0.83319,1,1,1,0,0,0,1,0.83643,0.78285,0.48958,0.48034,0.12156,0.15625,1.0,0.96,1.0,1.0,0.38001,2.12351,0.12567,1.75525,0.08699,10.71076,0.36239,0.63836,0.06123,0.12426,0.12484,0.12266,45.39414,0.12462,28.91882,0.22275,0.9624,0.11316,28.56,25.0,656,480
faceswap_0023.mp4,dataset\faceforensics\ai\faceswap_0023.mp4,1,faceswap,0023,210_241.mp4,210,241,210|241,core,patv_x_core_v13,AI_GENERATED,0.65147,HIGH,,0.42,0.38407,0.53663,0.15675,0.10824,0.73561,0.06037,0.96933,0.04991,0.20353,0.05869,0.18685,0.23265,0.08466,0.03432,0.05806,0.64001,0.08277,0.03432,0.05806,0.64001,0.08277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.08277,0.28779,8,5,0,1.0,0.6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.90938,1,1,1,1,0,1,0,0.66485,0.65359,0.47458,0.45317,0.09485,0.15254,1.0,0.96,1.0,1.0,0.75423,0.53354,0.17769,3.57944,0.08743,81.49672,0.51282,0.74497,0.09362,0.16635,0.1739,0.16434,9.66345,0.16455,6.87389,0.34038,0.91045,0.1722,9.73,30.0,654,480
faceswap_0024.mp4,dataset\faceforensics\ai\faceswap_0024.mp4,1,faceswap,0024,221_206.mp4,221,206,206|221,core,patv_x_core_v13,AI_GENERATED,0.57721,MEDIUM,,0.42,0.31774,0.57227,0.07392,0.04853,0.66753,0.0,0.77578,0.08393,0.2068,0.07063,0.11051,0.25491,0.24331,0.40555,0.09628,0.43806,0.09643,0.40555,0.09628,0.43806,0.09643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.40555,0.28182,9,5,0,1.0,0.38,1.0,1.0,1.0,1.0,0.0,1.0,0.0625,0.79564,1,1,1,0,0,1,1,0.77655,0.72663,0.40625,0.44504,0.12589,0.07292,1.0,0.95769,1.0,1.0,0.62564,2.28539,0.20405,1.89112,0.10424,23.67504,0.57472,0.6194,0.07745,0.198,0.20289,0.19364,28.82207,0.18054,25.64156,0.26732,0.95076,0.16993,28.56,25.0,1280,720
faceswap_0025.mp4,dataset\faceforensics\ai\faceswap_0025.mp4,1,faceswap,0025,222_168.mp4,222,168,168|222,core,patv_x_core_v13,AUTHENTIC,0.37985,LOW,,0.42,0.33321,0.41069,0.10948,0.12748,0.5848,0.29006,0.61319,0.10039,0.15986,0.11258,0.1104,0.18068,0.18814,0.24076,0.14682,0.40668,0.06208,0.24076,0.14682,0.40668,0.06208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.24076,0.22142,11,6,0,1.0,0.56,0.67803,1.0,1.0,1.0,0.0,1.0,0.18293,0.77716,1,1,1,0,0,1,1,0.75837,0.74417,0.67073,0.49372,0.11363,0.21951,1.0,0.96,1.0,1.0,0.44561,1.84782,0.15638,1.54412,0.09051,22.40129,0.34923,0.63569,0.06456,0.15011,0.15561,0.14913,23.14098,0.15055,19.68697,0.2466,0.93895,0.15234,13.57,30.0,640,480
faceswap_0026.mp4,dataset\faceforensics\ai\faceswap_0026.mp4,1,faceswap,0026,241_210.mp4,241,210,210|241,core,patv_x_core_v13,AI_GENERATED,0.61179,MEDIUM,,0.42,0.36078,0.59652,0.19691,0.09252,0.66658,0.06037,0.80774,0.10818,0.20926,0.10339,0.30462,0.20289,0.05708,0.08104,0.07872,0.44699,0.06718,0.08104,0.07872,0.44699,0.06718,0.98276,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.08104,0.20053,7,6,0,0.84,0.36,1.0,1.0,1.0,1.0,0.0,1.0,0.35593,0.81898,1,1,1,0,0,1,0,0.87028,0.82168,0.71186,0.52121,0.14869,0.27119,1.0,0.96,1.0,1.0,0.72667,0.3237,0.21443,1.3195,0.16234,106.49793,0.18988,1.0717,0.14379,0.20441,0.21345,0.20177,14.02845,0.18812,10.25592,0.90273,0.9343,0.22072,9.73,30.0,854,480
